OrderID,OrderDate,ShipDate,ShipMode,CustomerSegment,Region,City,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD-10580,2025-04-01,2025-04-06,Same Day,Corporate,North,Chandigarh,Home & Kitchen,Storage Box,4,5927.02,0.0,23708.08,-2310.48
ORD-10581,2025-03-25,2025-03-29,Same Day,Home Office,West,Ahmedabad,Furniture,Bed Frame,3,3123.78,0.1,8434.21,-502.92
ORD-10582,2025-02-03,2025-02-05,Same Day,Home Office,South,Coimbatore,Clothing,T-Shirt,1,3230.03,0.1,2907.03,-101.45
ORD-10583,2024-06-18,2024-06-23,Same Day,Home Office,South,Bengaluru,Furniture,Sofa,4,18529.14,0.1,66704.9,19767.53
ORD-10584,2024-03-26,2024-03-28,Express,Corporate,West,Surat,Electronics,Smartphone,3,17124.84,0.15,43668.34,3072.99
ORD-10585,2024-06-02,2024-06-05,Express,Consumer,East,Patna,Electronics,Tablet,7,32582.31,0.05,216672.36,23348.8
ORD-10586,2024-10-20,2024-10-25,Same Day,Home Office,West,Pune,Furniture,Bookshelf,2,24329.15,0.15,41359.56,6700.65
ORD-10587,2025-01-31,2025-02-03,Same Day,Home Office,South,Coimbatore,Furniture,Bookshelf,1,6865.49,0.0,6865.49,-939.91
ORD-10588,2024-12-22,2024-12-23,Standard,Consumer,South,Hyderabad,Home & Kitchen,Mixer Grinder,4,3359.92,0.0,13439.68,1639.9
ORD-10589,2024-02-29,2024-03-01,Express,Home Office,West,Mumbai,Clothing,Formal Shirt,5,2596.1,0.1,11682.45,2551.49
ORD-10590,2025-10-16,2025-10-19,Standard,Corporate,East,Bhubaneswar,Electronics,Smartphone,1,11412.28,0.0,11412.28,-2193.29
ORD-10591,2025-04-26,2025-04-27,Same Day,Home Office,South,Chennai,Home & Kitchen,Storage Box,3,657.42,0.05,1873.65,124.42
ORD-10592,2024-04-03,2024-04-06,Standard,Home Office,South,Bengaluru,Furniture,Bed Frame,2,6970.08,0.05,13243.15,1931.04
ORD-10593,2025-11-13,2025-11-17,Same Day,Home Office,North,Chandigarh,Electronics,Laptop,6,33211.85,0.1,179343.99,-17672.34
ORD-10594,2024-03-10,2024-03-11,Standard,Home Office,West,Ahmedabad,Groceries,Cooking Oil 1L,6,103.09,0.1,556.69,56.16
ORD-10595,2024-12-23,2024-12-25,Express,Corporate,West,Surat,Clothing,T-Shirt,3,2408.46,0.1,6502.84,187.39
ORD-10596,2024-09-18,2024-09-19,Express,Corporate,South,Bengaluru,Home & Kitchen,Non-stick Pan,7,4027.16,0.2,22552.1,2670.71
ORD-10597,2025-01-26,2025-01-28,Express,Home Office,West,Pune,Furniture,Bookshelf,1,14385.15,0.1,12946.64,2503.36
ORD-10598,2024-01-29,2024-02-02,Express,Corporate,East,Patna,Home & Kitchen,Non-stick Pan,1,1310.8,0.3,917.56,-104.58
ORD-10599,2024-11-22,2024-11-26,Same Day,Home Office,South,Bengaluru,Clothing,Jeans,3,3240.8,0.05,9236.28,806.21
ORD-10600,2024-01-15,2024-01-18,Express,Consumer,South,Chennai,Electronics,Smartphone,7,59998.66,0.3,293993.43,49021.56
ORD-10601,2024-02-24,2024-02-28,Express,Consumer,West,Ahmedabad,Clothing,T-Shirt,3,3389.81,0.05,9660.96,1680.08
ORD-10602,2024-02-13,2024-02-18,Standard,Consumer,West,Pune,Groceries,Tea 500g,4,60.83,0.1,218.99,24.1
ORD-10603,2024-04-01,2024-04-03,Same Day,Corporate,West,Surat,Groceries,Tea 500g,6,265.2,0.05,1511.64,171.01
ORD-10604,2025-08-23,2025-08-24,Same Day,Consumer,South,Chennai,Furniture,Bookshelf,7,16913.34,0.05,112473.71,4153.18
ORD-10605,2024-08-19,2024-08-25,Same Day,Consumer,West,Ahmedabad,Groceries,Cooking Oil 1L,5,226.86,0.0,1134.3,-233.23
ORD-10606,2024-03-28,2024-03-29,Standard,Consumer,North,Delhi,Furniture,Bed Frame,7,16579.25,0.0,116054.75,-5734.07
ORD-10607,2025-11-06,2025-11-12,Express,Corporate,West,Surat,Groceries,Rice 5kg,6,138.27,0.0,829.62,-102.82
ORD-10608,2025-12-29,2026-01-03,Express,Corporate,West,Pune,Clothing,T-Shirt,3,2914.68,0.15,7432.43,1362.8
ORD-10609,2024-01-27,2024-02-02,Same Day,Consumer,South,Coimbatore,Electronics,Headphones,3,53993.32,0.1,145781.96,40506.82
ORD-10610,2025-05-02,2025-05-05,Same Day,Corporate,North,Chandigarh,Clothing,Formal Shirt,6,2651.25,0.0,15907.5,741.77
ORD-10611,2024-09-06,2024-09-07,Standard,Home Office,South,Coimbatore,Clothing,Formal Shirt,7,2576.08,0.0,18032.56,1145.84
ORD-10612,2025-11-23,2025-11-27,Same Day,Home Office,West,Pune,Furniture,Office Chair,1,9524.6,0.05,9048.37,986.21
ORD-10613,2025-05-20,2025-05-25,Express,Home Office,East,Kolkata,Clothing,Jacket,7,2859.53,0.0,20016.71,-4291.46
ORD-10614,2025-04-22,2025-04-27,Express,Corporate,East,Bhubaneswar,Electronics,Smartwatch,4,46639.04,0.0,186556.16,43221.87
ORD-10615,2024-02-08,2024-02-12,Same Day,Corporate,North,Chandigarh,Clothing,Formal Shirt,2,2476.38,0.3,3466.93,148.31
ORD-10616,2025-05-06,2025-05-10,Standard,Corporate,North,Chandigarh,Furniture,Office Chair,1,11392.15,0.0,11392.15,1893.31
ORD-10617,2025-12-01,2025-12-02,Express,Home Office,South,Hyderabad,Home & Kitchen,Water Bottle,7,2426.27,0.15,14436.31,3208.83
ORD-10618,2024-11-06,2024-11-08,Same Day,Home Office,South,Chennai,Furniture,Sofa,1,21110.26,0.1,18999.23,-891.03
ORD-10619,2025-11-24,2025-11-27,Express,Consumer,East,Kolkata,Furniture,Study Table,7,17063.51,0.1,107500.11,27752.58
ORD-10620,2024-11-17,2024-11-19,Express,Home Office,South,Chennai,Clothing,Jacket,4,3223.64,0.0,12894.56,2020.82
ORD-10621,2024-11-20,2024-11-26,Express,Home Office,East,Bhubaneswar,Electronics,Tablet,5,26332.48,0.2,105329.92,-22463.59
ORD-10622,2024-07-04,2024-07-09,Standard,Home Office,North,Chandigarh,Groceries,Cooking Oil 1L,1,430.28,0.0,430.28,32.12
ORD-10623,2025-10-03,2025-10-06,Same Day,Home Office,North,Delhi,Clothing,Formal Shirt,5,1313.43,0.0,6567.15,-909.98
ORD-10624,2025-09-10,2025-09-15,Standard,Consumer,West,Surat,Furniture,Study Table,5,6067.52,0.0,30337.6,6545.68
ORD-10625,2025-12-07,2025-12-09,Standard,Home Office,West,Surat,Home & Kitchen,Non-stick Pan,5,5686.95,0.05,27013.01,-1270.01
ORD-10626,2025-05-27,2025-05-31,Express,Home Office,North,Jaipur,Clothing,Jacket,3,3415.7,0.1,9222.39,839.37
ORD-10627,2025-03-20,2025-03-22,Express,Consumer,East,Guwahati,Clothing,T-Shirt,3,2526.56,0.2,6063.74,883.3
ORD-10628,2025-06-08,2025-06-11,Standard,Home Office,West,Pune,Furniture,Bed Frame,7,3606.88,0.0,25248.16,2084.58
ORD-10629,2024-07-06,2024-07-10,Express,Home Office,West,Surat,Electronics,Headphones,7,16783.5,0.05,111610.28,-15790.51
ORD-10630,2024-04-02,2024-04-08,Express,Corporate,North,Delhi,Groceries,Tea 500g,4,431.82,0.3,1209.1,84.1
ORD-10631,2025-11-27,2025-11-28,Express,Corporate,South,Hyderabad,Electronics,Smartwatch,1,56981.81,0.3,39887.27,1758.81
ORD-10632,2024-06-09,2024-06-11,Same Day,Consumer,West,Pune,Groceries,Rice 5kg,4,260.9,0.05,991.42,70.1
ORD-10633,2024-09-18,2024-09-21,Same Day,Home Office,West,Ahmedabad,Groceries,Snacks Pack,3,505.88,0.15,1289.99,-116.76
ORD-10634,2024-10-26,2024-10-29,Standard,Home Office,East,Guwahati,Home & Kitchen,LED Bulb,7,4014.23,0.15,23884.67,5535.02
ORD-10635,2024-02-28,2024-03-01,Standard,Home Office,North,Delhi,Groceries,Atta 5kg,2,88.5,0.0,177.0,25.46
ORD-10636,2024-06-16,2024-06-17,Express,Home Office,South,Chennai,Groceries,Snacks Pack,2,378.5,0.15,643.45,-72.11
ORD-10637,2025-12-08,2025-12-12,Standard,Consumer,West,Ahmedabad,Furniture,Bed Frame,1,17590.88,0.0,17590.88,3681.24
ORD-10638,2025-05-19,2025-05-25,Standard,Home Office,West,Pune,Electronics,Smartphone,6,31351.81,0.0,188110.86,19790.4
ORD-10639,2025-05-12,2025-05-18,Standard,Corporate,East,Guwahati,Clothing,Formal Shirt,3,3178.17,0.3,6674.16,-1820.54
ORD-10640,2025-11-22,2025-11-28,Express,Home Office,West,Pune,Home & Kitchen,Mixer Grinder,4,2232.91,0.0,8931.64,1066.15
ORD-10641,2025-12-28,2026-01-01,Same Day,Consumer,South,Coimbatore,Home & Kitchen,Non-stick Pan,3,5088.48,0.0,15265.44,2971.36
ORD-10642,2025-05-09,2025-05-10,Express,Consumer,North,Delhi,Electronics,Headphones,2,46189.35,0.1,83140.83,19634.4
ORD-10643,2025-07-27,2025-07-30,Same Day,Consumer,West,Pune,Home & Kitchen,LED Bulb,3,2120.17,0.3,4452.36,160.15
ORD-10644,2024-12-25,2024-12-31,Express,Home Office,South,Chennai,Home & Kitchen,Water Bottle,2,1493.09,0.15,2538.25,675.35
ORD-10645,2025-10-20,2025-10-23,Express,Consumer,North,Jaipur,Home & Kitchen,Storage Box,6,4344.88,0.15,22158.89,4297.68
ORD-10646,2025-02-01,2025-02-05,Same Day,Home Office,East,Bhubaneswar,Home & Kitchen,Non-stick Pan,2,2718.53,0.0,5437.06,465.36
ORD-10647,2024-03-11,2024-03-14,Same Day,Consumer,East,Kolkata,Home & Kitchen,Non-stick Pan,4,3591.42,0.3,10055.98,856.01
ORD-10648,2024-05-06,2024-05-10,Standard,Home Office,North,Delhi,Electronics,Smartphone,3,5308.22,0.05,15128.43,2292.38
ORD-10649,2025-07-29,2025-07-31,Standard,Home Office,West,Mumbai,Clothing,Sneakers,1,1205.88,0.15,1025.0,148.97
ORD-10650,2025-11-21,2025-11-22,Same Day,Home Office,West,Surat,Electronics,Smartwatch,7,35568.65,0.3,174286.38,27412.0
ORD-10651,2024-01-30,2024-02-02,Express,Consumer,North,Chandigarh,Groceries,Tea 500g,2,490.16,0.1,882.29,87.41
ORD-10652,2024-02-02,2024-02-05,Same Day,Consumer,East,Bhubaneswar,Furniture,Office Chair,2,8517.72,0.3,11924.81,1218.83
ORD-10653,2025-03-13,2025-03-17,Express,Consumer,South,Hyderabad,Groceries,Atta 5kg,4,168.11,0.3,470.71,56.08
ORD-10654,2024-06-18,2024-06-20,Standard,Consumer,South,Coimbatore,Furniture,Bookshelf,5,24450.69,0.15,103915.43,18213.89
ORD-10655,2025-12-07,2025-12-13,Same Day,Home Office,West,Ahmedabad,Furniture,Bookshelf,6,7857.29,0.1,42429.37,4947.03
ORD-10656,2024-10-28,2024-10-31,Same Day,Consumer,West,Pune,Home & Kitchen,Mixer Grinder,5,3259.15,0.15,13851.39,1141.63
ORD-10657,2024-08-26,2024-08-27,Express,Home Office,South,Coimbatore,Home & Kitchen,Non-stick Pan,5,3933.18,0.1,17699.31,5907.49
ORD-10658,2025-05-02,2025-05-07,Standard,Consumer,West,Mumbai,Furniture,Office Chair,1,15201.56,0.3,10641.09,-1516.56
ORD-10659,2024-10-28,2024-10-29,Standard,Consumer,East,Patna,Electronics,Smartphone,1,39849.97,0.3,27894.98,8542.94
ORD-10660,2025-01-14,2025-01-18,Standard,Consumer,West,Surat,Furniture,Bed Frame,1,24875.76,0.05,23631.97,1182.53
ORD-10661,2025-01-13,2025-01-16,Express,Home Office,South,Chennai,Home & Kitchen,LED Bulb,5,4629.09,0.2,18516.36,2209.06
ORD-10662,2025-08-27,2025-08-30,Same Day,Consumer,East,Guwahati,Groceries,Atta 5kg,7,242.12,0.05,1610.1,475.86
ORD-10663,2025-04-27,2025-04-30,Standard,Corporate,East,Bhubaneswar,Home & Kitchen,LED Bulb,6,3173.83,0.3,13330.09,763.06
ORD-10664,2025-10-29,2025-10-30,Standard,Corporate,North,Lucknow,Furniture,Bed Frame,6,12559.84,0.2,60287.23,4028.27
ORD-10665,2025-12-26,2025-12-31,Same Day,Consumer,South,Bengaluru,Home & Kitchen,Non-stick Pan,5,2413.21,0.05,11462.75,-2573.07
ORD-10666,2024-01-23,2024-01-25,Express,Home Office,North,Jaipur,Furniture,Bookshelf,4,22017.76,0.0,88071.04,5891.25
ORD-10667,2025-07-06,2025-07-08,Same Day,Corporate,East,Patna,Electronics,Headphones,5,29325.65,0.2,117302.6,12202.53
ORD-10668,2024-03-20,2024-03-21,Standard,Consumer,North,Chandigarh,Groceries,Atta 5kg,2,507.59,0.0,1015.18,47.92
ORD-10669,2025-05-30,2025-06-05,Standard,Corporate,North,Jaipur,Groceries,Snacks Pack,6,113.54,0.0,681.24,-63.59
ORD-10670,2024-12-19,2024-12-22,Standard,Corporate,North,Chandigarh,Clothing,Formal Shirt,7,1436.41,0.05,9552.13,750.29
ORD-10671,2025-01-30,2025-02-03,Express,Consumer,South,Hyderabad,Electronics,Tablet,3,26243.59,0.05,74794.23,7495.46
ORD-10672,2025-03-01,2025-03-05,Same Day,Home Office,North,Lucknow,Clothing,T-Shirt,5,2574.34,0.15,10940.94,3004.62
ORD-10673,2024-11-10,2024-11-14,Same Day,Corporate,West,Mumbai,Groceries,Atta 5kg,4,441.92,0.2,1414.14,-269.75
ORD-10674,2025-04-09,2025-04-13,Standard,Corporate,North,Chandigarh,Electronics,Laptop,6,56673.94,0.0,340043.64,-82506.61
ORD-10675,2024-08-13,2024-08-17,Same Day,Corporate,West,Surat,Clothing,Jeans,4,477.98,0.3,1338.34,265.12
ORD-10676,2025-08-05,2025-08-08,Standard,Home Office,East,Kolkata,Electronics,Smartwatch,6,19505.83,0.0,117034.98,16505.53
ORD-10677,2025-12-21,2025-12-27,Same Day,Corporate,West,Mumbai,Home & Kitchen,Mixer Grinder,2,4037.64,0.3,5652.7,1008.01
ORD-10678,2025-04-25,2025-04-28,Standard,Consumer,East,Kolkata,Groceries,Atta 5kg,4,248.46,0.0,993.84,-89.16
ORD-10679,2024-10-10,2024-10-12,Same Day,Home Office,West,Surat,Clothing,Jacket,1,940.18,0.0,940.18,257.52
ORD-10680,2024-02-16,2024-02-18,Express,Consumer,East,Kolkata,Groceries,Cooking Oil 1L,2,382.81,0.0,765.62,193.25
ORD-10681,2025-11-02,2025-11-03,Standard,Home Office,East,Guwahati,Groceries,Rice 5kg,7,182.14,0.1,1147.48,270.2
ORD-10682,2024-12-31,2025-01-02,Express,Consumer,East,Patna,Furniture,Office Chair,4,5744.65,0.0,22978.6,5533.83
ORD-10683,2024-02-08,2024-02-14,Standard,Consumer,South,Coimbatore,Furniture,Sofa,7,16767.23,0.15,99765.02,15066.58
ORD-10684,2025-11-23,2025-11-28,Same Day,Corporate,South,Chennai,Furniture,Office Chair,2,9225.1,0.2,14760.16,2770.76
ORD-10685,2024-09-02,2024-09-06,Standard,Home Office,North,Lucknow,Furniture,Sofa,4,5348.75,0.15,18185.75,-3532.94
ORD-10686,2025-09-24,2025-09-26,Express,Home Office,South,Hyderabad,Clothing,Jacket,3,2552.36,0.15,6508.52,-1324.85
ORD-10687,2024-05-29,2024-06-02,Express,Consumer,West,Mumbai,Groceries,Cooking Oil 1L,2,343.91,0.1,619.04,107.47
ORD-10688,2024-11-15,2024-11-19,Standard,Corporate,North,Jaipur,Groceries,Rice 5kg,4,92.34,0.3,258.55,45.16
ORD-10689,2025-09-23,2025-09-27,Standard,Home Office,East,Kolkata,Furniture,Study Table,3,11635.49,0.3,24434.53,2085.45
ORD-10690,2025-04-14,2025-04-20,Same Day,Corporate,South,Hyderabad,Electronics,Tablet,5,34910.29,0.0,174551.45,15953.99
ORD-10691,2025-08-21,2025-08-22,Express,Home Office,East,Bhubaneswar,Groceries,Snacks Pack,2,52.87,0.05,100.45,5.21
ORD-10692,2024-10-13,2024-10-14,Standard,Corporate,West,Mumbai,Electronics,Smartphone,2,59392.3,0.15,100966.91,9165.03
ORD-10693,2024-08-07,2024-08-09,Standard,Home Office,West,Surat,Home & Kitchen,Storage Box,3,3513.81,0.0,10541.43,1197.54
ORD-10694,2025-12-25,2025-12-28,Express,Consumer,East,Guwahati,Electronics,Headphones,5,28227.34,0.0,141136.7,28838.1
ORD-10695,2024-12-10,2024-12-15,Standard,Home Office,South,Coimbatore,Furniture,Sofa,6,5122.73,0.2,24589.1,2712.48
ORD-10696,2024-07-06,2024-07-07,Standard,Consumer,South,Chennai,Home & Kitchen,LED Bulb,4,3091.32,0.0,12365.28,1135.11
ORD-10697,2024-11-05,2024-11-07,Same Day,Corporate,South,Hyderabad,Clothing,Jeans,5,798.75,0.0,3993.75,350.26
ORD-10698,2025-07-28,2025-07-29,Same Day,Corporate,West,Pune,Electronics,Smartwatch,1,12909.44,0.0,12909.44,3032.84
ORD-10699,2024-11-18,2024-11-24,Standard,Home Office,East,Guwahati,Groceries,Cooking Oil 1L,1,258.11,0.0,258.11,55.35
ORD-10700,2024-09-01,2024-09-02,Same Day,Corporate,East,Guwahati,Groceries,Atta 5kg,1,362.04,0.15,307.73,84.02
ORD-10701,2025-01-14,2025-01-19,Express,Home Office,North,Chandigarh,Home & Kitchen,LED Bulb,2,2537.45,0.2,4059.92,-241.31
ORD-10702,2024-07-16,2024-07-17,Standard,Home Office,West,Surat,Furniture,Sofa,3,24643.77,0.0,73931.31,-16439.55
ORD-10703,2024-02-18,2024-02-20,Standard,Consumer,West,Pune,Electronics,Smartwatch,3,15384.13,0.2,36921.91,7995.2
ORD-10704,2025-04-26,2025-04-29,Standard,Corporate,North,Jaipur,Home & Kitchen,Storage Box,7,3677.98,0.05,24458.57,3195.38
ORD-10705,2024-04-27,2024-04-29,Same Day,Corporate,East,Bhubaneswar,Groceries,Rice 5kg,7,483.69,0.0,3385.83,-1059.45
ORD-10706,2025-03-04,2025-03-05,Same Day,Home Office,East,Patna,Home & Kitchen,Non-stick Pan,3,2489.88,0.0,7469.64,1570.78
ORD-10707,2025-03-03,2025-03-09,Standard,Consumer,South,Hyderabad,Clothing,Formal Shirt,4,2122.43,0.0,8489.72,1168.57
ORD-10708,2025-06-17,2025-06-23,Standard,Home Office,South,Hyderabad,Groceries,Rice 5kg,2,478.33,0.15,813.16,-166.21
ORD-10709,2024-07-18,2024-07-21,Standard,Home Office,South,Chennai,Furniture,Office Chair,6,6237.41,0.1,33682.01,2618.46
ORD-10710,2025-09-14,2025-09-17,Express,Consumer,West,Mumbai,Electronics,Headphones,4,6784.4,0.0,27137.6,-1321.08
ORD-10711,2025-08-15,2025-08-17,Standard,Consumer,East,Guwahati,Electronics,Smartwatch,5,30210.9,0.0,151054.5,-15820.1
ORD-10712,2025-03-12,2025-03-17,Same Day,Consumer,East,Patna,Electronics,Laptop,6,42823.69,0.1,231247.93,21485.87
ORD-10713,2024-03-02,2024-03-04,Express,Consumer,North,Jaipur,Electronics,Smartwatch,5,56937.15,0.0,284685.75,-25716.83
ORD-10714,2025-03-29,2025-04-03,Same Day,Corporate,North,Jaipur,Clothing,Formal Shirt,2,3089.33,0.15,5251.86,183.94
ORD-10715,2025-03-27,2025-03-30,Same Day,Home Office,North,Lucknow,Groceries,Snacks Pack,6,127.74,0.05,728.12,129.84
ORD-10716,2024-01-14,2024-01-18,Express,Consumer,North,Chandigarh,Home & Kitchen,LED Bulb,1,4263.64,0.3,2984.55,577.16
ORD-10717,2024-06-17,2024-06-19,Standard,Consumer,South,Hyderabad,Clothing,Jeans,2,2486.81,0.3,3481.53,563.88
ORD-10718,2025-05-30,2025-06-02,Standard,Consumer,West,Ahmedabad,Furniture,Office Chair,2,9345.42,0.2,14952.67,2355.73
ORD-10719,2025-07-09,2025-07-10,Same Day,Home Office,South,Chennai,Electronics,Tablet,6,38068.94,0.15,194151.59,-28484.88
ORD-10720,2025-12-14,2025-12-15,Same Day,Corporate,South,Chennai,Furniture,Office Chair,7,5250.78,0.0,36755.46,-6861.14
ORD-10721,2025-06-14,2025-06-20,Express,Consumer,South,Chennai,Electronics,Headphones,4,2019.49,0.0,8077.96,405.89
ORD-10722,2025-10-11,2025-10-12,Same Day,Home Office,North,Delhi,Home & Kitchen,Mixer Grinder,6,2028.81,0.0,12172.86,-2916.63
ORD-10723,2024-05-26,2024-05-30,Standard,Consumer,South,Coimbatore,Electronics,Tablet,7,6129.22,0.0,42904.54,7695.12
ORD-10724,2025-02-13,2025-02-19,Express,Corporate,North,Chandigarh,Electronics,Tablet,1,9649.65,0.05,9167.17,1576.18
ORD-10725,2024-12-11,2024-12-12,Same Day,Corporate,North,Lucknow,Electronics,Tablet,4,50418.77,0.2,161340.06,-46455.96
ORD-10726,2024-12-15,2024-12-17,Standard,Home Office,East,Bhubaneswar,Electronics,Laptop,5,22480.74,0.0,112403.7,23484.25
ORD-10727,2025-02-17,2025-02-18,Standard,Corporate,North,Jaipur,Clothing,Sneakers,6,1517.91,0.0,9107.46,330.81
ORD-10728,2025-08-21,2025-08-22,Standard,Home Office,West,Ahmedabad,Clothing,Formal Shirt,5,1090.13,0.2,4360.52,564.32
ORD-10729,2024-10-02,2024-10-04,Same Day,Home Office,East,Patna,Electronics,Headphones,2,44221.98,0.15,75177.37,8436.84
ORD-10730,2024-12-29,2025-01-03,Standard,Home Office,North,Delhi,Clothing,Jacket,6,2317.66,0.0,13905.96,-2922.58
ORD-10731,2024-12-11,2024-12-17,Same Day,Home Office,West,Pune,Furniture,Sofa,3,4153.78,0.0,12461.34,538.37
ORD-10732,2025-04-01,2025-04-06,Standard,Consumer,North,Jaipur,Electronics,Smartwatch,4,56722.78,0.05,215546.56,27337.43
ORD-10733,2024-04-01,2024-04-04,Standard,Consumer,North,Chandigarh,Groceries,Atta 5kg,2,109.15,0.3,152.81,24.56
ORD-10734,2025-05-10,2025-05-16,Express,Home Office,West,Pune,Clothing,Jeans,3,903.85,0.05,2575.97,85.82
ORD-10735,2025-12-03,2025-12-09,Same Day,Home Office,South,Bengaluru,Electronics,Headphones,5,3617.09,0.2,14468.36,3487.36
ORD-10736,2025-03-19,2025-03-22,Same Day,Corporate,East,Bhubaneswar,Groceries,Tea 500g,4,317.67,0.05,1207.15,96.49
ORD-10737,2024-12-08,2024-12-09,Same Day,Home Office,West,Surat,Groceries,Atta 5kg,3,279.02,0.0,837.06,158.08
ORD-10738,2024-04-08,2024-04-11,Express,Consumer,South,Chennai,Electronics,Smartwatch,6,58911.63,0.3,247428.85,31330.12
ORD-10739,2025-12-16,2025-12-21,Standard,Consumer,East,Guwahati,Electronics,Smartwatch,6,24333.35,0.2,116800.08,6737.52
ORD-10740,2025-05-13,2025-05-14,Standard,Home Office,East,Patna,Home & Kitchen,Mixer Grinder,3,3684.7,0.05,10501.39,1358.8
ORD-10741,2024-06-16,2024-06-18,Same Day,Home Office,South,Bengaluru,Clothing,Sneakers,7,2071.73,0.2,11601.69,1155.51
ORD-10742,2025-05-30,2025-06-01,Same Day,Corporate,East,Bhubaneswar,Electronics,Smartphone,6,28979.69,0.15,147796.42,-39114.52
ORD-10743,2024-01-14,2024-01-15,Standard,Consumer,West,Surat,Electronics,Smartphone,3,55662.99,0.0,166988.97,30703.84
ORD-10744,2025-02-13,2025-02-19,Express,Consumer,North,Delhi,Electronics,Tablet,3,52172.21,0.2,125213.3,34158.64
ORD-10745,2024-08-01,2024-08-06,Standard,Consumer,East,Bhubaneswar,Electronics,Laptop,6,2282.27,0.1,12324.26,-2333.67
ORD-10746,2024-07-04,2024-07-10,Same Day,Corporate,West,Surat,Electronics,Laptop,7,53384.67,0.0,373692.69,28437.9
ORD-10747,2025-06-29,2025-07-03,Same Day,Home Office,North,Lucknow,Home & Kitchen,Mixer Grinder,4,3793.25,0.0,15173.0,2662.31
ORD-10748,2025-02-04,2025-02-05,Same Day,Consumer,West,Ahmedabad,Furniture,Office Chair,1,21230.88,0.0,21230.88,5409.65
ORD-10749,2024-02-16,2024-02-21,Standard,Consumer,North,Lucknow,Groceries,Cooking Oil 1L,5,406.79,0.15,1728.86,88.76
ORD-10750,2025-04-05,2025-04-09,Express,Corporate,West,Mumbai,Groceries,Rice 5kg,2,473.97,0.3,663.56,169.27
ORD-10751,2025-09-20,2025-09-22,Express,Corporate,West,Surat,Electronics,Smartphone,2,11565.64,0.0,23131.28,4222.24
ORD-10752,2025-08-19,2025-08-21,Same Day,Home Office,South,Coimbatore,Electronics,Laptop,5,50923.71,0.0,254618.55,70189.73
ORD-10753,2024-05-16,2024-05-20,Express,Consumer,West,Ahmedabad,Clothing,Jacket,5,1918.94,0.05,9114.96,1507.03
ORD-10754,2024-06-29,2024-07-03,Standard,Corporate,East,Bhubaneswar,Home & Kitchen,LED Bulb,4,614.2,0.05,2333.96,309.74
ORD-10755,2025-11-25,2025-11-30,Express,Corporate,West,Mumbai,Furniture,Bookshelf,2,13415.91,0.15,22807.05,4108.2
ORD-10756,2025-07-04,2025-07-06,Express,Corporate,West,Ahmedabad,Electronics,Smartphone,4,56976.72,0.0,227906.88,29563.03
ORD-10757,2024-05-28,2024-06-03,Same Day,Consumer,North,Chandigarh,Groceries,Snacks Pack,4,148.44,0.15,504.7,88.49
ORD-10758,2024-07-18,2024-07-20,Same Day,Corporate,South,Bengaluru,Home & Kitchen,Non-stick Pan,2,4121.08,0.3,5769.51,174.27
ORD-10759,2024-07-29,2024-08-04,Standard,Consumer,West,Ahmedabad,Home & Kitchen,LED Bulb,5,3938.94,0.0,19694.7,-4442.69
ORD-10760,2025-01-08,2025-01-09,Express,Consumer,East,Guwahati,Home & Kitchen,LED Bulb,3,1216.5,0.2,2919.6,237.8
ORD-10761,2024-11-20,2024-11-25,Express,Consumer,West,Ahmedabad,Clothing,Sneakers,2,2168.26,0.0,4336.52,224.14
ORD-10762,2024-07-01,2024-07-02,Same Day,Consumer,East,Bhubaneswar,Electronics,Headphones,7,53247.05,0.2,298183.48,13411.91
ORD-10763,2025-11-09,2025-11-13,Express,Consumer,South,Hyderabad,Electronics,Smartphone,4,16845.55,0.2,53905.76,-16280.32
ORD-10764,2024-06-21,2024-06-23,Express,Consumer,West,Mumbai,Electronics,Smartphone,7,57305.28,0.0,401136.96,79397.43
ORD-10765,2025-11-29,2025-12-05,Same Day,Corporate,South,Chennai,Electronics,Smartwatch,1,10046.89,0.0,10046.89,1445.43
ORD-10766,2024-02-11,2024-02-14,Same Day,Consumer,West,Surat,Groceries,Snacks Pack,4,397.77,0.0,1591.08,239.63
ORD-10767,2024-03-06,2024-03-10,Same Day,Consumer,West,Mumbai,Electronics,Smartwatch,4,5804.62,0.0,23218.48,4509.3
ORD-10768,2025-01-20,2025-01-26,Express,Corporate,East,Guwahati,Electronics,Smartwatch,6,7202.95,0.0,43217.7,5739.07
ORD-10769,2024-05-11,2024-05-15,Same Day,Home Office,East,Kolkata,Furniture,Sofa,7,23707.05,0.05,157651.88,21366.21
ORD-10770,2025-04-07,2025-04-10,Same Day,Home Office,South,Bengaluru,Electronics,Smartphone,4,2095.0,0.15,7123.0,2079.28
ORD-10771,2024-04-18,2024-04-23,Standard,Home Office,East,Kolkata,Electronics,Laptop,2,40180.82,0.3,56253.15,10758.37
ORD-10772,2025-08-13,2025-08-17,Standard,Corporate,West,Surat,Furniture,Bed Frame,6,22579.79,0.1,121930.87,14648.75
ORD-10773,2024-02-04,2024-02-10,Express,Corporate,East,Guwahati,Furniture,Office Chair,4,20854.65,0.15,70905.81,10527.58
ORD-10774,2024-07-11,2024-07-14,Standard,Corporate,East,Patna,Electronics,Tablet,6,57998.69,0.0,347992.14,-87666.24
ORD-10775,2025-02-09,2025-02-10,Standard,Home Office,South,Hyderabad,Furniture,Sofa,4,15186.16,0.05,57707.41,-4943.51
